state,period,year,unemployment_rate,qty_unemployed,qty_employed,labour_force
Oregon,M07,2007,5.1,99062,1838990,1938052
Oregon,M06,2007,5.0,96736,1833042,1929778
Oregon,M05,2007,4.7,89954,1815304,1905258
Oregon,M04,2007,5.1,98044,1807732,1905776
Oregon,M03,2007,5.6,106668,1798826,1905494
Oregon,M02,2007,5.9,111270,1789952,1901222
Oregon,M01,2007,5.9,112112,1785762,1897874
Oregon,M12,2006,5.0,94426,1810534,1904960
Oregon,M11,2006,5.1,97060,1819038,1916098
Oregon,M10,2006,4.6,88484,1818887,1907371
Oregon,M09,2006,4.6,88021,1809496,1897517
Oregon,M08,2006,5.2,99093,1813285,1912378
Oregon,M07,2006,5.3,101086,1806780,1907866
Oregon,M06,2006,5.3,99804,1795554,1895358
Oregon,M05,2006,5.0,92707,1775493,1868200
Oregon,M04,2006,5.4,101367,1764432,1865799
Oregon,M03,2006,6.0,110653,1745853,1856506
Oregon,M02,2006,6.3,116075,1734564,1850639
Oregon,M01,2006,6.3,115318,1726609,1841927
Oregon,M12,2005,5.4,100241,1744695,1844936
Oregon,M11,2005,5.7,105125,1753201,1858326
Oregon,M10,2005,5.4,100524,1755908,1856432
Oregon,M09,2005,5.4,100336,1750532,1850868
Oregon,M08,2005,6.0,111259,1758077,1869336
Oregon,M07,2005,6.1,114627,1752533,1867160
Oregon,M06,2005,6.2,115839,1741671,1857510
Oregon,M05,2005,6.0,109478,1726131,1835609
Oregon,M04,2005,6.5,118694,1719007,1837701
Oregon,M03,2005,6.9,125849,1701527,1827376
Oregon,M02,2005,7.3,133443,1692506,1825949
Oregon,M01,2005,7.2,131578,1686355,1817933
Oregon,M12,2004,6.4,117305,1707922,1825227
Oregon,M11,2004,6.6,121996,1718277,1840273
Oregon,M10,2004,6.5,119549,1718708,1838257
Oregon,M09,2004,6.4,118006,1716575,1834581
Oregon,M08,2004,7.1,131012,1725680,1856692
Oregon,M07,2004,7.2,134159,1724347,1858506
Oregon,M06,2004,7.4,136569,1715079,1851648
Oregon,M05,2004,7.0,127949,1700189,1828138
Oregon,M04,2004,7.5,137414,1696303,1833717
Oregon,M03,2004,8.4,154219,1679421,1833640
Oregon,M02,2004,8.5,155092,1673923,1829015
Oregon,M01,2004,8.7,159639,1668010,1827649
Oregon,M12,2003,7.4,134861,1693204,1828065
Oregon,M11,2003,7.5,138966,1706289,1845255
Oregon,M10,2003,7.3,134853,1709910,1844763
Oregon,M09,2003,7.4,136094,1706431,1842525
Oregon,M08,2003,8.0,149471,1714847,1864318
Oregon,M07,2003,8.3,155680,1710979,1866659
Oregon,M06,2003,8.6,160782,1705106,1865888
Oregon,M05,2003,8.1,148999,1690461,1839460
Oregon,M04,2003,8.6,158956,1687905,1846861
Oregon,M03,2003,8.8,160917,1677624,1838541
Oregon,M02,2003,8.7,159536,1675234,1834770
Oregon,M01,2003,8.6,156545,1672887,1829432
Oregon,M12,2002,7.3,133453,1692858,1826311
Oregon,M11,2002,7.3,134000,1706972,1840972
Oregon,M10,2002,6.7,124321,1720392,1844713
Oregon,M09,2002,6.5,119700,1724191,1843891
Oregon,M08,2002,7.0,130269,1727311,1857580
Oregon,M07,2002,7.2,133265,1720438,1853703
Oregon,M06,2002,7.3,133770,1708975,1842745
Oregon,M05,2002,7.0,128030,1693388,1821418
Oregon,M04,2002,7.8,143351,1683025,1826376
Oregon,M03,2002,8.5,154145,1669020,1823165
Oregon,M02,2002,8.7,159183,1666023,1825206
Oregon,M01,2002,9.0,163565,1654254,1817819
Oregon,M12,2001,7.6,138618,1682695,1821313
Oregon,M11,2001,7.4,135513,1696747,1832260
Oregon,M10,2001,6.7,122406,1709027,1831433
Oregon,M09,2001,6.3,114495,1714042,1828537
Oregon,M08,2001,6.5,119995,1719350,1839345
Oregon,M07,2001,6.2,113661,1727651,1841312
Oregon,M06,2001,6.1,111253,1721435,1832688
Oregon,M05,2001,5.6,102054,1709440,1811494
Oregon,M04,2001,6.0,109474,1705733,1815207
Oregon,M03,2001,6.3,114781,1700249,1815030
Oregon,M02,2001,6.3,113969,1697861,1811830
Oregon,M01,2001,6.0,107927,1698618,1806545
Oregon,M12,2000,4.7,85094,1723586,1808680
Oregon,M11,2000,4.8,88244,1734210,1822454
Oregon,M10,2000,4.7,85624,1737611,1823235
Oregon,M09,2000,4.4,80780,1735004,1815784
Oregon,M08,2000,5.2,96270,1745063,1841333
Oregon,M07,2000,5.1,93018,1744055,1837073
Oregon,M06,2000,5.0,92300,1742516,1834816
Oregon,M05,2000,4.9,88628,1724582,1813210
Oregon,M04,2000,5.0,91551,1723133,1814684
Oregon,M03,2000,5.7,102913,1706749,1809662
Oregon,M02,2000,5.9,105636,1699582,1805218
Oregon,M01,2000,5.8,103720,1692836,1796556
Iowa,M12,2016,3.6,60330,1624199,1684529
Iowa,M11,2016,3.0,50922,1640695,1691617
Iowa,M10,2016,3.2,54397,1648506,1702903
Iowa,M09,2016,3.4,57646,1640977,1698623
Iowa,M08,2016,3.7,62720,1639716,1702436
Iowa,M07,2016,3.7,63255,1659777,1723032
Iowa,M06,2016,3.8,65910,1650822,1716732
Iowa,M05,2016,3.3,56466,1640785,1697251
Iowa,M04,2016,3.5,58931,1640615,1699546
Iowa,M03,2016,4.0,67435,1631421,1698856
Iowa,M02,2016,4.3,73843,1626211,1700054
Iowa,M01,2016,4.5,76883,1615728,1692611
Iowa,M12,2015,3.8,64455,1629528,1693983
Iowa,M11,2015,3.3,55312,1642230,1697542
Iowa,M10,2015,3.3,56686,1646545,1703231
Iowa,M09,2015,3.4,57630,1635619,1693249
Iowa,M08,2015,3.7,62367,1637636,1700003
Iowa,M07,2015,3.7,63490,1657533,1721023
Iowa,M06,2015,3.9,66743,1651926,1718669
Iowa,M05,2015,3.5,60340,1641601,1701941
Iowa,M04,2015,3.6,60631,1639810,1700441
Iowa,M03,2015,4.2,71653,1628602,1700255
Iowa,M02,2015,4.5,76925,1624505,1701430
Iowa,M01,2015,4.9,82592,1616471,1699063
Iowa,M12,2014,4.1,69874,1630675,1700549
Iowa,M11,2014,3.6,61145,1644076,1705221
Iowa,M10,2014,3.7,63586,1649675,1713261
Iowa,M09,2014,3.9,66224,1638820,1705044
Iowa,M08,2014,4.2,72505,1634816,1707321
Iowa,M07,2014,4.2,72789,1652403,1725192
Iowa,M06,2014,4.3,73624,1645469,1719093
Iowa,M05,2014,3.9,66578,1632250,1698828
Iowa,M04,2014,4.1,69094,1628382,1697476
Iowa,M03,2014,4.9,82944,1614959,1697903
Iowa,M02,2014,5.1,86877,1606080,1692957
Iowa,M01,2014,5.3,90082,1594955,1685037
Iowa,M12,2013,4.4,74594,1608270,1682864
Iowa,M11,2013,4.0,68172,1618437,1686609
Iowa,M10,2013,4.1,69769,1615633,1685402
Iowa,M09,2013,4.3,72448,1610319,1682767
Iowa,M08,2013,4.6,76918,1608403,1685321
Iowa,M07,2013,4.6,78335,1624260,1702595
Iowa,M06,2013,4.9,82159,1610939,1693098
Iowa,M05,2013,4.4,74237,1596673,1670910
Iowa,M04,2013,4.8,79293,1589974,1669267
Iowa,M03,2013,5.3,88026,1573744,1661770
Iowa,M02,2013,5.6,92819,1565706,1658525
Iowa,M01,2013,6.0,99138,1552188,1651326
Iowa,M12,2012,5.0,82028,1567797,1649825
Iowa,M11,2012,4.5,73601,1579266,1652867
Iowa,M10,2012,4.5,74715,1584443,1659158
Iowa,M09,2012,4.6,75443,1572027,1647470
Iowa,M08,2012,4.9,81309,1566990,1648299
Iowa,M07,2012,5.0,82945,1586031,1668976
Iowa,M06,2012,5.1,84402,1581396,1665798
Iowa,M05,2012,4.7,76910,1572090,1649000
Iowa,M04,2012,4.8,78359,1570095,1648454
Iowa,M03,2012,5.5,90665,1559929,1650594
Iowa,M02,2012,6.0,98496,1553831,1652327
Iowa,M01,2012,6.1,100272,1544654,1644926
Iowa,M12,2011,5.5,90049,1559690,1649739
Iowa,M11,2011,5.0,82031,1572993,1655024
Iowa,M10,2011,5.0,82229,1576377,1658606
Iowa,M09,2011,5.2,85465,1566403,1651868
Iowa,M08,2011,5.4,90193,1566645,1656838
Iowa,M07,2011,5.2,87885,1586964,1674849
Iowa,M06,2011,5.6,93418,1579990,1673408
Iowa,M05,2011,5.2,85460,1573510,1658970
Iowa,M04,2011,5.3,88423,1575326,1663749
Iowa,M03,2011,6.1,101860,1566454,1668314
Iowa,M02,2011,6.4,107685,1562061,1669746
Iowa,M01,2011,6.7,111695,1555711,1667406
Iowa,M12,2010,5.9,98837,1575088,1673925
Iowa,M11,2010,5.4,91117,1587216,1678333
Iowa,M10,2010,5.3,88485,1591654,1680139
Iowa,M09,2010,5.5,92103,1581707,1673810
Iowa,M08,2010,5.8,96775,1579137,1675912
Iowa,M07,2010,5.6,95549,1597893,1693442
Iowa,M06,2010,5.9,98881,1591012,1689893
Iowa,M05,2010,5.6,94095,1582091,1676186
Iowa,M04,2010,5.9,98609,1581266,1679875
Iowa,M03,2010,6.9,115278,1562288,1677566
Iowa,M02,2010,7.1,119414,1553985,1673399
Iowa,M01,2010,7.3,120860,1546023,1666883
Iowa,M12,2009,6.5,109007,1560574,1669581
Iowa,M11,2009,5.9,98329,1579429,1677758
Iowa,M10,2009,6.0,101904,1584033,1685937
Iowa,M09,2009,5.9,99137,1576116,1675253
Iowa,M08,2009,6.4,107436,1578831,1686267
Iowa,M07,2009,6.4,109042,1599272,1708314
Iowa,M06,2009,6.6,112895,1592857,1705752
Iowa,M05,2009,6.2,105285,1583078,1688363
Iowa,M04,2009,6.3,106655,1584827,1691482
Iowa,M03,2009,7.0,118513,1572781,1691294
Iowa,M02,2009,6.9,115872,1571809,1687681
Iowa,M01,2009,6.8,113875,1567365,1681240
Iowa,M12,2008,5.4,90021,1592024,1682045
Iowa,M11,2008,4.4,73964,1611529,1685493
Iowa,M10,2008,4.0,67004,1621777,1688781
Iowa,M09,2008,4.0,68054,1612377,1680431
Iowa,M08,2008,4.2,70102,1611219,1681321
Iowa,M07,2008,4.0,68317,1632742,1701059
Iowa,M06,2008,4.0,68279,1623591,1691870
Iowa,M05,2008,3.6,59543,1612805,1672348
Iowa,M04,2008,3.8,63413,1611406,1674819
Iowa,M03,2008,4.2,70777,1597949,1668726
Iowa,M02,2008,4.4,72685,1591269,1663954
Iowa,M01,2008,4.5,75020,1585653,1660673
Iowa,M12,2007,3.8,63540,1601396,1664936
Iowa,M11,2007,3.3,55220,1616922,1672142
Iowa,M10,2007,3.3,54519,1616640,1671159
Iowa,M09,2007,3.4,56121,1604602,1660723
Iowa,M08,2007,3.4,57163,1599795,1656958
Iowa,M07,2007,3.3,55952,1621180,1677132
Iowa,M06,2007,3.6,61065,1612772,1673837
Iowa,M05,2007,3.3,54944,1596545,1651489
Iowa,M04,2007,3.7,60767,1590926,1651693
Iowa,M03,2007,4.2,68650,1582010,1650660
Iowa,M02,2007,4.5,73645,1576772,1650417
Iowa,M01,2007,4.5,74553,1572424,1646977
Iowa,M12,2006,3.8,62300,1596756,1659056
Iowa,M11,2006,3.4,56052,1611380,1667432
Iowa,M10,2006,3.2,53737,1618858,1672595
Iowa,M09,2006,3.4,56669,1606082,1662751
Iowa,M08,2006,3.6,59533,1605391,1664924
Iowa,M07,2006,3.4,57562,1623216,1680778
Iowa,M06,2006,3.6,60177,1614081,1674258
Iowa,M05,2006,3.3,54194,1598104,1652298
Iowa,M04,2006,3.5,58077,1591100,1649177
Iowa,M03,2006,4.1,66717,1575355,1642072
Iowa,M02,2006,4.4,71883,1565105,1636988
Iowa,M01,2006,4.7,75749,1552931,1628680
Iowa,M12,2005,4.4,72235,1568094,1640329
Iowa,M11,2005,3.8,62886,1578876,1641762
Iowa,M10,2005,3.7,60042,1583871,1643913
Iowa,M09,2005,3.8,62364,1569886,1632250
Iowa,M08,2005,3.9,64295,1569097,1633392
Iowa,M07,2005,4.0,65585,1586244,1651829
Iowa,M06,2005,4.2,68914,1572482,1641396
Iowa,M05,2005,3.9,64004,1558082,1622086
Iowa,M04,2005,4.1,66707,1553405,1620112
Iowa,M03,2005,4.8,78044,1538016,1616060
Iowa,M02,2005,5.1,82966,1528072,1611038
Iowa,M01,2005,5.4,87094,1515898,1602992
Iowa,M12,2004,4.6,73205,1532254,1605459
Iowa,M11,2004,4.2,67857,1542961,1610818
Iowa,M10,2004,4.1,65883,1543774,1609657
Iowa,M09,2004,4.3,67983,1530118,1598101
Iowa,M08,2004,4.4,70163,1532853,1603016
Iowa,M07,2004,4.2,68495,1552952,1621447
Iowa,M06,2004,4.5,73007,1540051,1613058
Iowa,M05,2004,4.1,65046,1525981,1591027
Iowa,M04,2004,4.2,66786,1524353,1591139
Iowa,M03,2004,5.0,79373,1514174,1593547
Iowa,M02,2004,5.1,81697,1512487,1594184
Iowa,M01,2004,5.3,84830,1505173,1590003
Iowa,M12,2003,4.5,71999,1523248,1595247
Iowa,M11,2003,4.1,65810,1536544,1602354
Iowa,M10,2003,4.0,63840,1541329,1605169
Iowa,M09,2003,4.2,66541,1527118,1593659
Iowa,M08,2003,4.4,69548,1527872,1597420
Iowa,M07,2003,4.4,70491,1548879,1619370
Iowa,M06,2003,4.6,75329,1545053,1620382
Iowa,M05,2003,4.1,66194,1535011,1601205
Iowa,M04,2003,4.5,72129,1537286,1609415
Iowa,M03,2003,5.0,80464,1530872,1611336
Iowa,M02,2003,5.1,81662,1531927,1613589
Iowa,M01,2003,5.2,83705,1528728,1612433
Iowa,M12,2002,4.2,67227,1552213,1619440
Iowa,M11,2002,3.7,61032,1569097,1630129
Iowa,M10,2002,3.5,57756,1583943,1641699
Iowa,M09,2002,3.6,59077,1579510,1638587
Iowa,M08,2002,3.8,62695,1579023,1641718
Iowa,M07,2002,3.7,61571,1599058,1660629
Iowa,M06,2002,4.0,65878,1592214,1658092
Iowa,M05,2002,3.5,57372,1581044,1638416
Iowa,M04,2002,4.0,65437,1574469,1639906
Iowa,M03,2002,4.5,74094,1561023,1635117
Iowa,M02,2002,4.6,75083,1557663,1632746
Iowa,M01,2002,4.8,76969,1541458,1618427
Iowa,M12,2001,3.8,61642,1560365,1622007
Iowa,M11,2001,3.4,55130,1569212,1624342
Iowa,M10,2001,3.0,49497,1575187,1624684
Iowa,M09,2001,3.0,49259,1566037,1615296
Iowa,M08,2001,3.1,49893,1560175,1610068
Iowa,M07,2001,2.9,47258,1582190,1629448
Iowa,M06,2001,3.2,51859,1569883,1621742
Iowa,M05,2001,2.8,45445,1556906,1602351
Iowa,M04,2001,3.2,51997,1553933,1605930
Iowa,M03,2001,3.8,60748,1545116,1605864
Iowa,M02,2001,3.7,59947,1539762,1599709
Iowa,M01,2001,3.9,62004,1532130,1594134
Iowa,M12,2000,2.9,46938,1548695,1595633
Iowa,M11,2000,2.6,41280,1555735,1597015
Iowa,M10,2000,2.3,37099,1558887,1595986
Iowa,M09,2000,2.3,37123,1544998,1582121
Iowa,M08,2000,2.5,39423,1546437,1585860
Iowa,M07,2000,2.3,36279,1566462,1602741
Iowa,M06,2000,2.5,40709,1558869,1599578
Iowa,M05,2000,2.3,36274,1545853,1582127
Iowa,M04,2000,2.4,38022,1550159,1588181
Iowa,M03,2000,2.8,44602,1542253,1586855
Iowa,M02,2000,3.2,50582,1537328,1587910
Iowa,M01,2000,3.4,53471,1527952,1581423
Massachusetts,M12,2016,2.8,98949,3476092,3575041
Massachusetts,M11,2016,2.8,98720,3484968,3583688
Massachusetts,M10,2016,2.8,101927,3474819,3576746
Massachusetts,M09,2016,3.3,119229,3448828,3568057
Massachusetts,M08,2016,3.4,123037,3499594,3622631
Massachusetts,M07,2016,3.9,139969,3494733,3634702
Massachusetts,M06,2016,4.0,145385,3483459,3628844
Massachusetts,M05,2016,3.7,131194,3438413,3569607
Massachusetts,M04,2016,3.8,136232,3435391,3571623
Massachusetts,M03,2016,4.4,157457,3426999,3584456
Massachusetts,M02,2016,4.6,165935,3412558,3578493
Massachusetts,M01,2016,4.9,175361,3394075,3569436
Massachusetts,M12,2015,4.2,150878,3426093,3576971
Massachusetts,M11,2015,4.3,152636,3431616,3584252
Massachusetts,M10,2015,4.3,152072,3421936,3574008
Massachusetts,M09,2015,4.7,165567,3389053,3554620
Massachusetts,M08,2015,4.6,166670,3449322,3615992
Massachusetts,M07,2015,5.1,184597,3442283,3626880
Massachusetts,M06,2015,5.2,186885,3437220,3624105
Massachusetts,M05,2015,4.9,173700,3394340,3568040
Massachusetts,M04,2015,4.7,165525,3390392,3555917
Massachusetts,M03,2015,5.2,184911,3374251,3559162
Massachusetts,M02,2015,5.5,196186,3363745,3559931
Massachusetts,M01,2015,5.8,206764,3349653,3556417
Massachusetts,M12,2014,4.9,175681,3385268,3560949
Massachusetts,M11,2014,5.1,181167,3396819,3577986
Massachusetts,M10,2014,5.1,180405,3391179,3571584
Massachusetts,M09,2014,5.7,200910,3349367,3550277
Massachusetts,M08,2014,5.7,206301,3396679,3602980
Massachusetts,M07,2014,6.1,219212,3388291,3607503
Massachusetts,M06,2014,6.0,214753,3379776,3594529
Massachusetts,M05,2014,5.6,197629,3327567,3525196
Massachusetts,M04,2014,5.5,193796,3320854,3514650
Massachusetts,M03,2014,6.2,219722,3306162,3525884
Massachusetts,M02,2014,6.5,228736,3282314,3511050
Massachusetts,M01,2014,6.8,236802,3265647,3502449
Massachusetts,M12,2013,6.0,209163,3296276,3505439
Massachusetts,M11,2013,6.1,212926,3300898,3513824
Massachusetts,M10,2013,6.2,217417,3278421,3495838
Massachusetts,M09,2013,6.6,231832,3268513,3500345
Massachusetts,M08,2013,6.6,233647,3318385,3552032
Massachusetts,M07,2013,7.0,250860,3313457,3564317
Massachusetts,M06,2013,7.3,258626,3307455,3566081
Massachusetts,M05,2013,6.7,234009,3263671,3497680
Massachusetts,M04,2013,6.5,228370,3260088,3488458
Massachusetts,M03,2013,7.0,242331,3241861,3484192
Massachusetts,M02,2013,7.2,250471,3231774,3482245
Massachusetts,M01,2013,7.6,265190,3217764,3482954
Massachusetts,M12,2012,6.6,228992,3264498,3493490
Massachusetts,M11,2012,6.3,219777,3278265,3498042
Massachusetts,M10,2012,6.2,218585,3281859,3500444
Massachusetts,M09,2012,6.6,229800,3249427,3479227
Massachusetts,M08,2012,6.6,231745,3292485,3524230
Massachusetts,M07,2012,6.9,244361,3288117,3532478
Massachusetts,M06,2012,6.9,242997,3287348,3530345
Massachusetts,M05,2012,6.4,220127,3240682,3460809
Massachusetts,M04,2012,6.3,216130,3234759,3450889
Massachusetts,M03,2012,6.8,234841,3221505,3456346
Massachusetts,M02,2012,7.2,247850,3203192,3451042
Massachusetts,M01,2012,7.4,256351,3188240,3444591
Massachusetts,M12,2011,6.6,227241,3238999,3466240
Massachusetts,M11,2011,6.4,222129,3249125,3471254
Massachusetts,M10,2011,6.5,225617,3241111,3466728
Massachusetts,M09,2011,7.1,246474,3210447,3456921
Massachusetts,M08,2011,6.9,243136,3264421,3507557
Massachusetts,M07,2011,7.4,258798,3246961,3505759
Massachusetts,M06,2011,7.6,266117,3242899,3509016
Massachusetts,M05,2011,7.1,243206,3201602,3444808
Massachusetts,M04,2011,7.2,246420,3198446,3444866
Massachusetts,M03,2011,7.7,266040,3190182,3456222
Massachusetts,M02,2011,8.1,279796,3169463,3449259
Massachusetts,M01,2011,8.5,293670,3159392,3453062
Massachusetts,M12,2010,7.6,264352,3201242,3465594
Massachusetts,M11,2010,7.7,268236,3206657,3474893
Massachusetts,M10,2010,7.5,258385,3204124,3462509
Massachusetts,M09,2010,8.0,277923,3184101,3462024
Massachusetts,M08,2010,7.9,277055,3242955,3520010
Massachusetts,M07,2010,8.3,294190,3231554,3525744
Massachusetts,M06,2010,8.4,297261,3227963,3525224
Massachusetts,M05,2010,8.2,284514,3182451,3466965
Massachusetts,M04,2010,8.3,288876,3186318,3475194
Massachusetts,M03,2010,8.9,308887,3155759,3464646
Massachusetts,M02,2010,9.2,319371,3138201,3457572
Massachusetts,M01,2010,9.6,332131,3128488,3460619
Massachusetts,M12,2009,8.5,294287,3157430,3451717
Massachusetts,M11,2009,8.3,287078,3182629,3469707
Massachusetts,M10,2009,8.2,285378,3174544,3459922
Massachusetts,M09,2009,8.6,298761,3156122,3454883
Massachusetts,M08,2009,8.2,289311,3232035,3521346
Massachusetts,M07,2009,8.4,296530,3237750,3534280
Massachusetts,M06,2009,8.3,293594,3230783,3524377
Massachusetts,M05,2009,7.7,265663,3183622,3449285
Massachusetts,M04,2009,7.3,253103,3193620,3446723
Massachusetts,M03,2009,7.8,267350,3176046,3443396
Massachusetts,M02,2009,7.9,272365,3170769,3443134
Massachusetts,M01,2009,7.9,273038,3172773,3445811
Massachusetts,M12,2008,6.6,227694,3237757,3465451
Massachusetts,M11,2008,6.1,210847,3261125,3471972
Massachusetts,M10,2008,5.7,197602,3270487,3468089
Massachusetts,M09,2008,5.9,204353,3245848,3450201
Massachusetts,M08,2008,5.6,195388,3307188,3502576
Massachusetts,M07,2008,5.7,199372,3309778,3509150
Massachusetts,M06,2008,5.6,196055,3302091,3498146
Massachusetts,M05,2008,5.0,171873,3251272,3423145
Massachusetts,M04,2008,4.6,157820,3254565,3412385
Massachusetts,M03,2008,5.0,171813,3241801,3413614
Massachusetts,M02,2008,5.2,175405,3226688,3402093
Massachusetts,M01,2008,5.4,184500,3228297,3412797
Massachusetts,M12,2007,4.4,151274,3272497,3423771
Massachusetts,M11,2007,4.1,142373,3294426,3436799
Massachusetts,M10,2007,4.0,135343,3282394,3417737
Massachusetts,M09,2007,4.5,152391,3260327,3412718
Massachusetts,M08,2007,4.3,147834,3311232,3459066
Massachusetts,M07,2007,4.7,165169,3313207,3478376
Massachusetts,M06,2007,4.8,167837,3305168,3473005
Massachusetts,M05,2007,4.4,149922,3250265,3400187
Massachusetts,M04,2007,4.5,151558,3242390,3393948
Massachusetts,M03,2007,4.8,163072,3243796,3406868
Massachusetts,M02,2007,5.2,177319,3222238,3399557
Massachusetts,M01,2007,5.6,190865,3219207,3410072
Massachusetts,M12,2006,4.6,157090,3275768,3432858
Massachusetts,M11,2006,4.5,155914,3279812,3435726
Massachusetts,M10,2006,4.3,146131,3278710,3424841
Massachusetts,M09,2006,4.9,166663,3239146,3405809
Massachusetts,M08,2006,4.7,161993,3300847,3462840
Massachusetts,M07,2006,5.0,173389,3291608,3464997
Massachusetts,M06,2006,5.1,175370,3282325,3457695
Massachusetts,M05,2006,4.7,160410,3223036,3383446
Massachusetts,M04,2006,4.9,164772,3209064,3373836
Massachusetts,M03,2006,5.2,174607,3204544,3379151
Massachusetts,M02,2006,5.4,183196,3188788,3371984
Massachusetts,M01,2006,5.5,184743,3182147,3366890
Massachusetts,M12,2005,4.6,156125,3227279,3383404
Massachusetts,M11,2005,4.7,157812,3234471,3392283
Massachusetts,M10,2005,4.4,148349,3239490,3387839
Massachusetts,M09,2005,4.9,165476,3205502,3370978
Massachusetts,M08,2005,4.5,152653,3276346,3428999
Massachusetts,M07,2005,4.9,166819,3267397,3434216
Massachusetts,M06,2005,5.0,170182,3255066,3425248
Massachusetts,M05,2005,4.6,153736,3207078,3360814
Massachusetts,M04,2005,4.7,156901,3198714,3355615
Massachusetts,M03,2005,5.1,172261,3186270,3358531
Massachusetts,M02,2005,5.4,181642,3173982,3355624
Massachusetts,M01,2005,5.6,186373,3169473,3355846
Massachusetts,M12,2004,4.5,153196,3221396,3374592
Massachusetts,M11,2004,4.5,151375,3233408,3384783
Massachusetts,M10,2004,4.4,148197,3227532,3375729
Massachusetts,M09,2004,4.9,163859,3198437,3362296
Massachusetts,M08,2004,4.8,166091,3264996,3431087
Massachusetts,M07,2004,5.3,182638,3263742,3446380
Massachusetts,M06,2004,5.5,189129,3253075,3442204
Massachusetts,M05,2004,5.1,171047,3203592,3374639
Massachusetts,M04,2004,5.1,170379,3203377,3373756
Massachusetts,M03,2004,5.7,192381,3197121,3389502
Massachusetts,M02,2004,5.8,195853,3193787,3389640
Massachusetts,M01,2004,6.2,211935,3189590,3401525
Massachusetts,M12,2003,5.2,177666,3231306,3408972
Massachusetts,M11,2003,5.3,180527,3238804,3419331
Massachusetts,M10,2003,5.2,178220,3231217,3409437
Massachusetts,M09,2003,5.8,195807,3202152,3397959
Massachusetts,M08,2003,5.7,195356,3259892,3455248
Massachusetts,M07,2003,5.9,205636,3256797,3462433
Massachusetts,M06,2003,6.1,212892,3260235,3473127
Massachusetts,M05,2003,5.6,190219,3213245,3403464
Massachusetts,M04,2003,5.5,188747,3217199,3405946
Massachusetts,M03,2003,5.9,201206,3210012,3411218
Massachusetts,M02,2003,6.0,204700,3203754,3408454
Massachusetts,M01,2003,6.3,214157,3199155,3413312
Massachusetts,M12,2002,5.2,179764,3244765,3424529
Massachusetts,M11,2002,5.2,177108,3254046,3431154
Massachusetts,M10,2002,5.0,172448,3264576,3437024
Massachusetts,M09,2002,5.4,186306,3245943,3432249
Massachusetts,M08,2002,5.3,184127,3295281,3479408
Massachusetts,M07,2002,5.5,192672,3288984,3481656
Massachusetts,M06,2002,5.5,192471,3284496,3476967
Massachusetts,M05,2002,5.0,169851,3241072,3410923
Massachusetts,M04,2002,5.0,171607,3231102,3402709
Massachusetts,M03,2002,5.3,180637,3228101,3408738
Massachusetts,M02,2002,5.3,179444,3223852,3403296
Massachusetts,M01,2002,5.5,185533,3198802,3384335
Massachusetts,M12,2001,4.2,143919,3253815,3397734
Massachusetts,M11,2001,4.0,136597,3257564,3394161
Massachusetts,M10,2001,3.7,126790,3257738,3384528
Massachusetts,M09,2001,4.0,133507,3238404,3371911
Massachusetts,M08,2001,3.8,129041,3285177,3414218
Massachusetts,M07,2001,3.9,132735,3299340,3432075
Massachusetts,M06,2001,3.8,130288,3289427,3419715
Massachusetts,M05,2001,3.3,109682,3244677,3354359
Massachusetts,M04,2001,3.2,108562,3241381,3349943
Massachusetts,M03,2001,3.6,121740,3244828,3366568
Massachusetts,M02,2001,3.5,118156,3228787,3346943
Massachusetts,M01,2001,3.7,122822,3220469,3343291
Massachusetts,M12,2000,2.4,80322,3261666,3341988
